timeframe,variant,symbol,side,entry_time,exit_time,entry_price,exit_price,initial_stop,final_stop,initial_risk_per_unit,net_r,bars_held,max_favorable_r,chandelier_active,chandelier_activation_time,chandelier_activation_price,ch_activate_r,ch_atr_mult,exit_reason,month
4h,4H_DONCHIAN_ACT4_ATR3,BTC/USDT,SHORT,2025-12-18 16:00:00+00:00,2025-12-19 04:00:00+00:00,84483.79,87630.82714285713,87630.82714285713,87630.82714285713,3147.037142857138,-1.0,3,0.010733905723569118,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,BTC/USDT,LONG,2025-12-22 08:00:00+00:00,2025-12-22 16:00:00+00:00,89945.43,88585.40285714285,88585.40285714285,88585.40285714285,1360.0271428571432,-1.0,2,0.4726376259297366,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,BTC/USDT,LONG,2025-12-29 00:00:00+00:00,2025-12-29 08:00:00+00:00,90123.55,89163.59285714285,89163.59285714285,89163.59285714285,959.9571428571508,-1.0,2,0.2943152224057585,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,BTC/USDT,LONG,2026-01-02 08:00:00+00:00,2026-01-06 16:00:00+00:00,89502.95,92246.69571428571,88236.58714285714,92246.69571428571,1266.3628571428562,2.1666347041132457,26,4.174261721420407,True,2026-01-05 20:00:00+00:00,93859.71,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,BTC/USDT,LONG,2026-01-13 12:00:00+00:00,2026-01-20 04:00:00+00:00,93449.99,91462.99285714286,91462.99285714286,91462.99285714286,1986.9971428571444,-1.0,40,2.251890505270694,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,BTC/USDT,SHORT,2026-01-20 12:00:00+00:00,2026-01-31 16:00:00+00:00,90684.95,81985.85214285715,92510.07857142857,81985.85214285715,1825.1285714285768,4.766293176997293,67,8.199449745223406,True,2026-01-29 16:00:00+00:00,84012.11,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,BTC/USDT,SHORT,2026-02-05 00:00:00+00:00,2026-03-17 00:00:00+00:00,71223.25,74927.67428571428,74927.67428571428,74927.67428571428,3704.4242857142817,-1.0,240,3.029688052548751,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,BTC/USDT,SHORT,2026-03-19 12:00:00+00:00,2026-03-23 12:00:00+00:00,69412.51,71741.25285714286,71741.25285714286,71741.25285714286,2328.742857142861,-1.0,24,0.8810977105979876,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,BTC/USDT,SHORT,2026-03-27 08:00:00+00:00,2026-04-01 04:00:00+00:00,66702.78,68867.12142857142,68867.12142857142,68867.12142857142,2164.3414285714243,-1.0,29,0.7867427835191051,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,BTC/USDT,LONG,2026-04-06 08:00:00+00:00,2026-04-06 20:00:00+00:00,69614.91,68342.35142857143,68342.35142857143,68342.35142857143,1272.5585714285698,-1.0,3,0.5787945769546422,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,BTC/USDT,LONG,2026-04-07 20:00:00+00:00,2026-05-07 12:00:00+00:00,71924.22,80253.575,69561.55,80253.575,2362.6699999999983,3.5253992305315607,178,4.624336026613961,True,2026-05-05 12:00:00+00:00,81525.19,4.0,3.0,STOP_OR_TRAILING,2026-05
4h,4H_DONCHIAN_ACT4_ATR3,BTC/USDT,LONG,2026-05-10 20:00:00+00:00,2026-05-11 00:00:00+00:00,82210.07,81143.27571428572,81143.27571428572,81143.27571428572,1066.7942857142916,-1.0,1,0.15929031705134536,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
4h,4H_DONCHIAN_ACT4_ATR3,ETH/USDT,SHORT,2025-12-18 16:00:00+00:00,2025-12-19 00:00:00+00:00,2781.93,2928.382857142857,2928.382857142857,2928.382857142857,146.45285714285728,-1.0,2,0.014817054732383225,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,ETH/USDT,LONG,2026-01-02 08:00:00+00:00,2026-01-07 12:00:00+00:00,3047.82,3171.4835714285714,2989.7585714285715,3171.4835714285714,58.06142857142868,2.1298747631818444,31,4.495927958073953,True,2026-01-06 12:00:00+00:00,3272.32,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,ETH/USDT,LONG,2026-01-13 12:00:00+00:00,2026-01-20 08:00:00+00:00,3184.41,3101.077142857143,3101.077142857143,3101.077142857143,83.33285714285694,-1.0,41,2.62177498157133,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,ETH/USDT,SHORT,2026-01-20 12:00:00+00:00,2026-02-06 16:00:00+00:00,3032.99,2056.9821428571427,3135.6,2056.9821428571427,102.61000000000013,9.511820067662565,103,12.524997563590276,True,2026-01-31 08:00:00+00:00,2640.72,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,ETH/USDT,SHORT,2026-02-11 04:00:00+00:00,2026-02-13 16:00:00+00:00,1950.89,2062.0585714285717,2062.0585714285717,2062.0585714285717,111.16857142857157,-1.0,15,0.48260042663651104,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,ETH/USDT,SHORT,2026-02-23 00:00:00+00:00,2026-02-23 08:00:00+00:00,1862.87,1914.1171428571427,1914.1171428571427,1914.1171428571427,51.24714285714276,-1.0,2,0.1859615867086665,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,ETH/USDT,SHORT,2026-02-24 00:00:00+00:00,2026-02-25 00:00:00+00:00,1832.03,1906.5614285714285,1906.5614285714285,1906.5614285714285,74.53142857142848,-1.0,6,0.4297515908916662,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,ETH/USDT,LONG,2026-03-04 12:00:00+00:00,2026-03-06 12:00:00+00:00,2150.23,2018.8514285714284,2018.8514285714284,2018.8514285714284,131.3785714285716,-1.0,12,0.3712173109335067,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,ETH/USDT,SHORT,2026-03-07 16:00:00+00:00,2026-03-09 12:00:00+00:00,1955.2,2028.7485714285715,2028.7485714285715,2028.7485714285715,73.54857142857145,-1.0,11,0.5310776163468253,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,ETH/USDT,LONG,2026-03-10 08:00:00+00:00,2026-03-27 12:00:00+00:00,2061.69,1973.1714285714286,1973.1714285714286,1973.1714285714286,88.51857142857148,-1.0,103,3.6639768894340143,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,ETH/USDT,LONG,2026-04-01 04:00:00+00:00,2026-04-02 08:00:00+00:00,2131.0,2036.4285714285713,2036.4285714285713,2036.4285714285713,94.57142857142867,-1.0,7,0.3896525679758295,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,ETH/USDT,LONG,2026-04-06 00:00:00+00:00,2026-04-07 12:00:00+00:00,2129.35,2081.594285714286,2081.594285714286,2081.594285714286,47.75571428571402,-1.0,9,0.951509168685878,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,ETH/USDT,LONG,2026-04-07 20:00:00+00:00,2026-05-17 20:00:00+00:00,2240.01,2143.664285714286,2143.664285714286,2143.664285714286,96.34571428571417,-1.0,240,2.3343020669612398,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
4h,4H_DONCHIAN_ACT4_ATR3,BNB/USDT,SHORT,2025-12-18 16:00:00+00:00,2025-12-19 12:00:00+00:00,820.53,851.06,851.06,851.06,30.529999999999973,-1.0,5,0.011136586963639648,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,BNB/USDT,SHORT,2025-12-23 12:00:00+00:00,2025-12-28 16:00:00+00:00,844.17,864.93,864.93,864.93,20.75999999999999,-1.0,31,1.1059730250481663,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,BNB/USDT,LONG,2025-12-29 00:00:00+00:00,2025-12-29 08:00:00+00:00,869.19,855.7528571428572,855.7528571428572,855.7528571428572,13.437142857142817,-1.0,2,0.18381883903890545,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,BNB/USDT,LONG,2026-01-02 12:00:00+00:00,2026-01-18 20:00:00+00:00,877.99,936.1478571428571,862.1257142857144,936.1478571428571,15.864285714285643,3.6659612787033002,98,5.139216569113033,True,2026-01-13 16:00:00+00:00,941.5,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,BNB/USDT,SHORT,2026-01-20 16:00:00+00:00,2026-02-06 12:00:00+00:00,895.7,654.3942857142856,919.6185714285715,654.3942857142856,23.918571428571454,10.088634056023409,101,13.614525473332128,True,2026-01-31 16:00:00+00:00,771.0,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,BNB/USDT,SHORT,2026-02-11 04:00:00+00:00,2026-02-14 08:00:00+00:00,600.77,626.1971428571429,626.1971428571429,626.1971428571429,25.42714285714294,-1.0,19,0.5360413506376743,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,BNB/USDT,SHORT,2026-02-18 16:00:00+00:00,2026-02-20 16:00:00+00:00,603.23,627.7242857142858,627.7242857142858,627.7242857142858,24.494285714285752,-1.0,12,0.29517088533768837,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,BNB/USDT,SHORT,2026-02-23 00:00:00+00:00,2026-02-23 08:00:00+00:00,590.03,605.0214285714286,605.0214285714286,605.0214285714286,14.991428571428628,-1.0,2,0.3288545835715601,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,BNB/USDT,LONG,2026-03-02 12:00:00+00:00,2026-03-03 08:00:00+00:00,646.25,621.1157142857143,621.1157142857143,621.1157142857143,25.13428571428574,-1.0,5,0.26338524496987603,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,BNB/USDT,LONG,2026-03-04 12:00:00+00:00,2026-03-06 12:00:00+00:00,661.17,634.7885714285715,634.7885714285715,634.7885714285715,26.3814285714285,-1.0,12,0.1891482103211142,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,BNB/USDT,SHORT,2026-03-07 16:00:00+00:00,2026-03-09 12:00:00+00:00,619.84,634.32,634.32,634.32,14.480000000000018,-1.0,11,0.8273480662983428,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,BNB/USDT,LONG,2026-03-10 12:00:00+00:00,2026-03-21 20:00:00+00:00,649.23,629.4171428571428,629.4171428571428,629.4171428571428,19.812857142857183,-1.0,68,1.9477251424039201,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,BNB/USDT,SHORT,2026-03-27 08:00:00+00:00,2026-04-15 16:00:00+00:00,611.07,627.1742857142857,627.1742857142857,627.1742857142857,16.104285714285652,-1.0,116,2.5310032821786734,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,BNB/USDT,LONG,2026-04-16 16:00:00+00:00,2026-04-19 04:00:00+00:00,636.55,620.8942857142857,620.8942857142857,620.8942857142857,15.655714285714225,-1.0,15,0.7818231590473619,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,BNB/USDT,LONG,2026-04-22 04:00:00+00:00,2026-04-25 16:00:00+00:00,641.99,628.1,628.1,628.1,13.889999999999986,-1.0,21,0.8783297336213144,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,BNB/USDT,SHORT,2026-04-27 12:00:00+00:00,2026-05-04 04:00:00+00:00,620.94,631.4157142857143,631.4157142857143,631.4157142857143,10.475714285714275,-1.0,40,1.0195008864039345,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
4h,4H_DONCHIAN_ACT4_ATR3,BNB/USDT,LONG,2026-05-06 08:00:00+00:00,2026-05-07 20:00:00+00:00,652.56,638.7314285714285,638.7314285714285,638.7314285714285,13.828571428571422,-1.0,9,0.8460743801652929,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
4h,4H_DONCHIAN_ACT4_ATR3,BNB/USDT,LONG,2026-05-10 16:00:00+00:00,2026-05-10 20:00:00+00:00,661.14,650.36,650.36,650.36,10.779999999999973,-1.0,1,0.512059369202226,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
4h,4H_DONCHIAN_ACT4_ATR3,BNB/USDT,LONG,2026-05-11 20:00:00+00:00,2026-05-12 12:00:00+00:00,670.6,655.6542857142857,655.6542857142857,655.6542857142857,14.945714285714303,-1.0,4,0.058210667176448336,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
4h,4H_DONCHIAN_ACT4_ATR3,BNB/USDT,LONG,2026-05-13 00:00:00+00:00,2026-05-16 04:00:00+00:00,681.28,660.5971428571429,660.5971428571429,660.5971428571429,20.682857142857074,-1.0,19,0.4206382096974756,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
4h,4H_DONCHIAN_ACT4_ATR3,BNB/USDT,SHORT,2026-05-17 20:00:00+00:00,2026-05-22 12:00:00+00:00,649.48,663.5985714285714,663.5985714285714,663.5985714285714,14.118571428571386,-1.0,28,1.0751796013356345,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
4h,4H_DONCHIAN_ACT4_ATR3,SOL/USDT,SHORT,2025-12-18 16:00:00+00:00,2025-12-19 04:00:00+00:00,117.56,124.81142857142858,124.81142857142858,124.81142857142858,7.251428571428576,-1.0,3,0.09377462568952019,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,SOL/USDT,SHORT,2025-12-23 12:00:00+00:00,2025-12-29 00:00:00+00:00,123.37,127.89714285714287,127.89714285714287,127.89714285714287,4.527142857142863,-1.0,33,0.912275165667404,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,SOL/USDT,LONG,2026-01-03 20:00:00+00:00,2026-01-20 08:00:00+00:00,133.37,129.17714285714285,129.17714285714285,129.17714285714285,4.19285714285715,-1.0,99,3.6657580919931805,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,SOL/USDT,SHORT,2026-01-20 12:00:00+00:00,2026-01-31 16:00:00+00:00,127.86,109.72214285714286,132.70285714285714,109.72214285714286,4.842857142857142,3.7452802359882016,67,6.496165191740413,True,2026-01-31 12:00:00+00:00,108.65,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,XRP/USDT,SHORT,2025-12-18 16:00:00+00:00,2025-12-19 12:00:00+00:00,1.8062,1.8979428571428572,1.8979428571428572,1.8979428571428572,0.09174285714285713,-1.0,5,0.3825910931174104,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,XRP/USDT,SHORT,2025-12-23 04:00:00+00:00,2026-01-02 16:00:00+00:00,1.8812,1.934257142857143,1.934257142857143,1.934257142857143,0.053057142857142914,-1.0,63,1.2985998922994055,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,XRP/USDT,LONG,2026-01-02 20:00:00+00:00,2026-01-06 16:00:00+00:00,2.0069,2.2592071428571425,1.9449571428571428,2.2592071428571425,0.06194285714285708,4.073224169741698,23,6.62384686346864,True,2026-01-05 16:00:00+00:00,2.2782,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,XRP/USDT,SHORT,2026-01-16 12:00:00+00:00,2026-02-01 08:00:00+00:00,2.0325,1.6700285714285714,2.109171428571429,1.6700285714285714,0.07667142857142872,4.7275945593441335,95,6.908701322899189,True,2026-01-30 00:00:00+00:00,1.7477,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,XRP/USDT,SHORT,2026-02-05 00:00:00+00:00,2026-02-06 12:00:00+00:00,1.4432,1.538857142857143,1.538857142857143,1.538857142857143,0.09565714285714289,-1.0,9,3.4080047789725207,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,XRP/USDT,SHORT,2026-02-11 04:00:00+00:00,2026-02-14 08:00:00+00:00,1.3667,1.4363857142857144,1.4363857142857144,1.4363857142857144,0.06968571428571435,-1.0,19,0.3530135301353004,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,XRP/USDT,LONG,2026-02-14 20:00:00+00:00,2026-02-15 16:00:00+00:00,1.5094,1.4515,1.4515,1.4515,0.05790000000000006,-1.0,5,2.797927461139892,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,XRP/USDT,SHORT,2026-02-19 12:00:00+00:00,2026-02-21 12:00:00+00:00,1.3975,1.4561428571428572,1.4561428571428572,1.4561428571428572,0.05864285714285722,-1.0,12,0.34104750304506687,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,XRP/USDT,SHORT,2026-02-23 00:00:00+00:00,2026-02-23 08:00:00+00:00,1.3414,1.3825142857142856,1.3825142857142856,1.3825142857142856,0.04111428571428566,-1.0,2,0.13134120917303335,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,XRP/USDT,SHORT,2026-02-24 04:00:00+00:00,2026-02-25 00:00:00+00:00,1.3266,1.3862857142857143,1.3862857142857143,1.3862857142857143,0.05968571428571434,-1.0,5,0.23791287697462862,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,XRP/USDT,SHORT,2026-02-28 04:00:00+00:00,2026-02-28 20:00:00+00:00,1.3027,1.3651142857142857,1.3651142857142857,1.3651142857142857,0.062414285714285755,-1.0,4,0.5239185168230706,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,XRP/USDT,LONG,2026-03-16 00:00:00+00:00,2026-03-19 12:00:00+00:00,1.4674,1.4290285714285715,1.4290285714285715,1.4290285714285715,0.0383714285714285,-1.0,21,3.638123603871934,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,XRP/USDT,SHORT,2026-03-21 20:00:00+00:00,2026-03-23 12:00:00+00:00,1.4086,1.4452428571428573,1.4452428571428573,1.4452428571428573,0.0366428571428572,-1.0,10,1.2771929824561432,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,XRP/USDT,SHORT,2026-03-26 12:00:00+00:00,2026-04-15 16:00:00+00:00,1.3604,1.4050428571428573,1.4050428571428573,1.4050428571428573,0.044642857142857206,-1.0,121,1.8300799999999997,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,XRP/USDT,LONG,2026-04-16 12:00:00+00:00,2026-04-27 12:00:00+00:00,1.4291,1.3859428571428571,1.3859428571428571,1.3859428571428571,0.043157142857142894,-1.0,66,1.87454485269778,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,XRP/USDT,SHORT,2026-04-28 08:00:00+00:00,2026-05-04 00:00:00+00:00,1.3815,1.4115285714285712,1.4115285714285712,1.4115285714285712,0.030028571428571293,-1.0,34,1.1888677450047576,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
4h,4H_DONCHIAN_ACT4_ATR3,XRP/USDT,LONG,2026-05-06 04:00:00+00:00,2026-05-07 12:00:00+00:00,1.4311,1.3947571428571428,1.3947571428571428,1.3947571428571428,0.03634285714285723,-1.0,8,0.7209119496855328,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
4h,4H_DONCHIAN_ACT4_ATR3,XRP/USDT,LONG,2026-05-10 12:00:00+00:00,2026-05-13 12:00:00+00:00,1.4442,1.4165428571428569,1.4165428571428569,1.4165428571428569,0.027657142857143047,-1.0,18,2.3140495867768456,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
4h,4H_DONCHIAN_ACT4_ATR3,XRP/USDT,LONG,2026-05-14 16:00:00+00:00,2026-05-15 04:00:00+00:00,1.517,1.4636857142857143,1.4636857142857143,1.4636857142857143,0.05331428571428565,-1.0,3,0.015005359056808533,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
4h,4H_DONCHIAN_ACT4_ATR3,ADA/USDT,SHORT,2025-12-18 16:00:00+00:00,2025-12-19 04:00:00+00:00,0.3478,0.36932857142857145,0.36932857142857145,0.36932857142857145,0.021528571428571452,-1.0,3,0.05573988055739776,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,ADA/USDT,SHORT,2025-12-25 08:00:00+00:00,2025-12-27 20:00:00+00:00,0.3511,0.3645714285714286,0.3645714285714286,0.3645714285714286,0.013471428571428579,-1.0,15,0.8759278897136817,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,ADA/USDT,LONG,2025-12-29 00:00:00+00:00,2025-12-29 08:00:00+00:00,0.3811,0.36822857142857146,0.36822857142857146,0.36822857142857146,0.012871428571428534,-1.0,2,0.27968923418423997,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,ADA/USDT,SHORT,2025-12-31 12:00:00+00:00,2026-01-01 16:00:00+00:00,0.3424,0.35524285714285714,0.35524285714285714,0.35524285714285714,0.012842857142857156,-1.0,7,1.012235817575079,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,ADA/USDT,LONG,2026-01-02 16:00:00+00:00,2026-01-19 00:00:00+00:00,0.3884,0.3682857142857143,0.3682857142857143,0.3682857142857143,0.020114285714285696,-1.0,98,2.436079545454547,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,ADA/USDT,SHORT,2026-01-25 12:00:00+00:00,2026-01-27 20:00:00+00:00,0.3524,0.36232857142857144,0.36232857142857144,0.36232857142857144,0.009928571428571453,-1.0,14,1.9841726618704982,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,ADA/USDT,SHORT,2026-01-29 12:00:00+00:00,2026-02-02 12:00:00+00:00,0.3333,0.30124285714285715,0.3484142857142857,0.30124285714285715,0.015114285714285691,2.120982986767488,24,4.287334593572783,True,2026-01-31 16:00:00+00:00,0.2853,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,ADA/USDT,SHORT,2026-02-05 08:00:00+00:00,2026-02-14 16:00:00+00:00,0.2721,0.295,0.295,0.295,0.022899999999999976,-1.0,56,2.2532751091703083,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,ADA/USDT,LONG,2026-02-15 04:00:00+00:00,2026-02-15 12:00:00+00:00,0.3008,0.2881571428571429,0.2881571428571429,0.2881571428571429,0.012642857142857122,-1.0,2,0.09491525423728661,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,ADA/USDT,SHORT,2026-02-19 12:00:00+00:00,2026-02-20 12:00:00+00:00,0.2702,0.28215714285714283,0.28215714285714283,0.28215714285714283,0.011957142857142833,-1.0,6,0.2676224611708472,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,ADA/USDT,SHORT,2026-02-23 00:00:00+00:00,2026-02-23 08:00:00+00:00,0.2611,0.26994285714285715,0.26994285714285715,0.26994285714285715,0.008842857142857152,-1.0,2,0.16962843295638122,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,ADA/USDT,SHORT,2026-03-06 12:00:00+00:00,2026-03-10 12:00:00+00:00,0.2568,0.2723285714285714,0.2723285714285714,0.2723285714285714,0.015528571428571447,-1.0,24,0.7083716651333927,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,ADA/USDT,LONG,2026-03-16 04:00:00+00:00,2026-03-18 08:00:00+00:00,0.2899,0.27895714285714285,0.27895714285714285,0.27895714285714285,0.010942857142857143,-1.0,13,0.5117493472584851,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,ADA/USDT,SHORT,2026-03-21 20:00:00+00:00,2026-03-23 12:00:00+00:00,0.2574,0.266,0.266,0.266,0.008599999999999997,-1.0,10,1.1395348837209343,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,ADA/USDT,LONG,2026-03-25 08:00:00+00:00,2026-03-26 08:00:00+00:00,0.273,0.2603714285714286,0.2603714285714286,0.2603714285714286,0.012628571428571433,-1.0,6,0.30882352941176133,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,ADA/USDT,SHORT,2026-03-27 08:00:00+00:00,2026-04-06 00:00:00+00:00,0.2474,0.2576428571428571,0.2576428571428571,0.2576428571428571,0.010242857142857109,-1.0,58,1.4253835425383592,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,ADA/USDT,LONG,2026-04-07 20:00:00+00:00,2026-04-08 20:00:00+00:00,0.2627,0.2507,0.2507,0.2507,0.01200000000000001,-1.0,6,0.14166666666666944,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,ADA/USDT,SHORT,2026-04-12 04:00:00+00:00,2026-04-16 04:00:00+00:00,0.2415,0.25064285714285717,0.25064285714285717,0.25064285714285717,0.009142857142857175,-1.0,24,0.667187499999997,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,ADA/USDT,LONG,2026-04-16 12:00:00+00:00,2026-04-19 20:00:00+00:00,0.2533,0.24327142857142858,0.24327142857142858,0.24327142857142858,0.010028571428571442,-1.0,20,1.4658119658119628,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
