symbol,entry_time,exit_time,net_r,win,bars_held,exit_reason,year
AAVE_USDT,2021-12-06,2021-12-22,0.3105,1,16,rsi_exit,2021
AAVE_USDT,2026-02-05,2026-02-25,0.5263,1,20,time_exit,2026
ADA_USDT,2022-05-12,2022-05-31,0.5654,1,19,rsi_exit,2022
ADA_USDT,2022-10-14,2022-10-25,0.6931,1,11,rsi_exit,2022
ADA_USDT,2022-12-16,2023-01-05,0.1585,1,20,time_exit,2022
ADA_USDT,2023-06-09,2023-06-10,-1.0,0,1,atr_stop,2023
ADA_USDT,2023-06-11,2023-07-01,0.3125,1,20,time_exit,2023
ADA_USDT,2025-11-21,2025-12-09,0.5074,1,18,rsi_exit,2025
ADA_USDT,2026-02-05,2026-02-25,0.701,1,20,rsi_exit,2026
ALT_USDT,2024-06-14,2024-07-03,-1.0,0,19,atr_stop,2024
ALT_USDT,2024-07-04,2024-07-19,0.7252,1,15,rsi_exit,2024
ALT_USDT,2024-08-03,2024-08-23,0.2318,1,20,time_exit,2024
ALT_USDT,2025-02-04,2025-02-24,-0.4434,0,20,time_exit,2025
ALT_USDT,2025-04-06,2025-04-22,0.6327,1,16,rsi_exit,2025
APT_USDT,2022-11-09,2022-11-29,0.2501,1,20,time_exit,2022
APT_USDT,2022-12-29,2023-01-08,0.9741,1,10,rsi_exit,2022
APT_USDT,2023-06-10,2023-06-21,0.7092,1,11,rsi_exit,2023
APT_USDT,2024-04-13,2024-05-03,0.0646,1,20,time_exit,2024
APT_USDT,2024-07-05,2024-07-15,1.2632,1,10,rsi_exit,2024
APT_USDT,2025-11-29,2025-12-19,-0.6364,0,20,time_exit,2025
APT_USDT,2026-02-05,2026-02-25,-0.072,0,20,time_exit,2026
ARB_USDT,2023-08-17,2023-09-06,-0.6013,0,20,time_exit,2023
ARB_USDT,2023-09-11,2023-09-28,0.9683,1,17,rsi_exit,2023
ARB_USDT,2024-04-13,2024-05-03,0.0863,1,20,time_exit,2024
ARB_USDT,2024-07-04,2024-07-15,0.7555,1,11,rsi_exit,2024
ARB_USDT,2024-08-05,2024-08-23,0.7222,1,18,rsi_exit,2024
ARB_USDT,2026-01-31,2026-02-06,-1.0,0,6,atr_stop,2026
ARB_USDT,2026-02-10,2026-03-02,-0.1981,0,20,time_exit,2026
ARKM_USDT,2023-08-01,2023-08-21,-0.4867,0,20,time_exit,2023
ARKM_USDT,2025-02-06,2025-02-26,-0.1438,0,20,time_exit,2025
ASTER_USDT,2025-10-20,2025-11-09,-0.067,0,20,time_exit,2025
ATOM_USDT,2022-05-09,2022-05-29,-0.5273,0,20,time_exit,2022
ATOM_USDT,2022-06-13,2022-06-25,0.904,1,12,rsi_exit,2022
ATOM_USDT,2023-06-10,2023-06-24,0.7107,1,14,rsi_exit,2023
